,Date,FTSE,NASDAQ,HANG,SP500,DAX
1847,04/03/2015,6919.24,4967.14,24465.38,2098.53,11390.38
1848,03/03/2015,6889.13,4979.9,24702.78,2107.78,11280.36
1849,02/03/2015,6940.64,5008.1,24887.44,2117.39,11410.36
1850,27/02/2015,6946.66,4963.53,24823.29,2104.5,11401.66
1851,26/02/2015,6949.73,4987.89,24902.06,2110.74,11327.19
1852,25/02/2015,6935.38,4967.14,24778.28,2113.86,11210.27
1853,24/02/2015,6949.63,4968.12,24750.07,2115.48,11205.74
1854,23/02/2015,6912.16,4960.97,24836.76,2109.66,11130.92
1855,18/02/2015,6898.08,4906.36,24832.08,2099.68,10961.0
1856,17/02/2015,6898.13,4899.27,24784.88,2100.34,10895.62
1857,13/02/2015,6873.52,4893.84,24682.54,2096.99,10963.4
1858,12/02/2015,6828.11,4857.61,24422.15,2088.48,10919.65
1859,11/02/2015,6818.17,4801.18,24315.02,2068.53,10752.11
1860,10/02/2015,6829.12,4787.65,24528.1,2068.59,10753.83
1861,09/02/2015,6837.15,4726.01,24521.0,2046.74,10663.51
1862,06/02/2015,6853.44,4744.4,24679.39,2055.47,10846.39
1863,05/02/2015,6865.93,4765.1,24765.49,2062.52,10905.41
1864,04/02/2015,6860.02,4716.7,24679.76,2041.51,10911.32
1865,03/02/2015,6871.8,4727.74,24554.78,2050.03,10890.95
1866,02/02/2015,6782.55,4676.69,24484.74,2020.85,10828.01
1867,30/01/2015,6749.4,4635.24,24507.05,1994.99,10694.32
1868,29/01/2015,6810.6,4683.41,24595.85,2021.25,10737.87
1869,28/01/2015,6825.94,4637.99,24861.81,2002.16,10710.97
1870,27/01/2015,6811.61,4681.5,24807.28,2029.55,10628.58
1871,26/01/2015,6852.4,4771.76,24909.9,2057.09,10798.33
1872,23/01/2015,6832.83,4757.88,24850.45,2051.82,10649.58
1873,22/01/2015,6796.63,4750.4,24522.63,2063.15,10435.62
1874,21/01/2015,6728.04,4667.42,24352.58,2032.12,10299.23
1875,20/01/2015,6620.1,4654.85,23951.16,2022.55,10257.13
1876,16/01/2015,6550.27,4634.38,24103.52,2019.42,10167.77
1877,15/01/2015,6498.78,4570.82,24350.91,1992.67,10032.61
1878,14/01/2015,6388.46,4639.32,24112.6,2011.27,9817.08
1879,13/01/2015,6542.2,4661.5,24215.97,2023.03,9941.0
1880,12/01/2015,6501.42,4664.71,24026.46,2028.26,9781.9
1881,09/01/2015,6501.14,4704.07,23919.95,2044.81,9648.5
1882,08/01/2015,6569.96,4736.19,23835.53,2062.14,9837.61
1883,07/01/2015,6419.83,4650.47,23681.26,2025.9,9518.18
1884,06/01/2015,6366.51,4592.74,23485.41,2002.61,9469.66
1885,05/01/2015,6417.16,4652.57,23721.32,2020.58,9473.16
1886,02/01/2015,6547.8,4726.81,23857.82,2058.2,9764.73
1887,30/12/2014,6547.0,4777.44,23501.1,2080.35,9805.55
1888,29/12/2014,6633.51,4806.91,23773.18,2090.57,9927.13
1889,23/12/2014,6598.18,4765.42,23333.69,2082.17,9922.11
1890,22/12/2014,6576.74,4781.42,23408.57,2078.54,9865.76
1891,19/12/2014,6545.27,4765.38,23116.63,2070.65,9786.96
1892,18/12/2014,6466.0,4748.4,22832.21,2061.23,9811.06
1893,17/12/2014,6336.48,4644.31,22585.84,2012.89,9544.43
1894,16/12/2014,6331.83,4547.83,22670.5,1972.74,9563.89
1895,15/12/2014,6182.72,4605.16,23027.85,1989.63,9334.01
1896,12/12/2014,6300.63,4653.6,23249.2,2002.33,9594.73
1897,11/12/2014,6461.7,4708.16,23312.54,2035.33,9862.53
1898,10/12/2014,6500.04,4684.02,23524.52,2026.14,9799.73
1899,09/12/2014,6529.47,4766.47,23485.83,2059.82,9793.71
1900,08/12/2014,6672.15,4740.69,24047.67,2060.31,10014.99
1901,05/12/2014,6742.84,4780.76,24002.64,2075.37,10087.12
1902,04/12/2014,6679.37,4769.44,23832.56,2071.92,9851.35
1903,03/12/2014,6716.63,4774.47,23428.62,2074.33,9971.79
1904,02/12/2014,6742.1,4755.81,23654.3,2066.55,9934.08
1905,01/12/2014,6656.37,4727.35,23367.45,2053.44,9963.51
1906,28/11/2014,6722.62,4791.63,23987.45,2067.56,9980.85
1907,26/11/2014,6729.17,4787.32,24111.98,2072.83,9915.56
1908,25/11/2014,6731.14,4758.25,23843.91,2067.03,9861.21
1909,24/11/2014,6729.79,4754.89,23893.14,2069.41,9785.54
1910,21/11/2014,6750.76,4712.97,23437.12,2063.5,9732.55
1911,20/11/2014,6678.9,4701.87,23349.64,2052.75,9483.97
1912,19/11/2014,6696.6,4675.71,23373.31,2048.72,9472.8
1913,18/11/2014,6709.13,4702.44,23529.17,2051.8,9456.53
1914,17/11/2014,6671.97,4671.0,23797.08,2041.32,9306.35
1915,14/11/2014,6654.37,4688.54,24087.38,2039.82,9252.94
1916,13/11/2014,6635.45,4680.14,24019.94,2039.33,9248.51
1917,12/11/2014,6611.04,4675.14,23938.18,2038.25,9210.96
1918,11/11/2014,6627.4,4660.56,23808.28,2039.68,9369.03
1919,10/11/2014,6611.25,4651.62,23744.7,2038.26,9351.87
1920,07/11/2014,6567.24,4632.53,23550.24,2031.92,9291.83
1921,06/11/2014,6551.15,4638.47,23649.31,2031.21,9377.41
1922,05/11/2014,6539.14,4620.72,23695.62,2023.57,9315.48
1923,04/11/2014,6453.97,4623.64,23845.66,2012.1,9166.47
1924,03/11/2014,6487.97,4638.91,23915.97,2017.81,9251.7
1925,31/10/2014,6546.47,4630.74,23998.06,2018.05,9326.87
1926,30/10/2014,6463.55,4566.14,23702.04,1994.65,9114.84
1927,29/10/2014,6453.87,4549.23,23819.87,1982.3,9082.81
1928,28/10/2014,6402.17,4564.29,23520.36,1985.05,9068.19
1929,27/10/2014,6363.46,4485.93,23143.23,1961.63,8902.61
1930,24/10/2014,6388.73,4483.72,23302.2,1964.58,8987.8
1931,23/10/2014,6419.15,4452.79,23333.18,1950.82,9047.31
1932,22/10/2014,6399.73,4382.85,23403.97,1927.11,8940.14
1933,21/10/2014,6372.33,4419.48,23088.58,1941.28,8886.96
1934,20/10/2014,6267.07,4316.07,23070.26,1904.01,8717.76
1935,17/10/2014,6310.29,4258.44,23023.21,1886.76,8850.27
1936,16/10/2014,6195.91,4217.39,22900.94,1862.76,8582.9
1937,15/10/2014,6211.64,4215.32,23140.05,1862.49,8571.95
1938,14/10/2014,6392.68,4227.17,23047.97,1877.7,8825.21
1939,13/10/2014,6366.24,4213.66,23143.38,1874.74,8812.43
1940,10/10/2014,6339.97,4276.24,23088.54,1906.13,8788.81
1941,09/10/2014,6431.85,4378.34,23534.53,1928.21,9005.02
1942,08/10/2014,6482.24,4468.59,23263.33,1968.89,8995.33
1943,07/10/2014,6495.58,4385.2,23422.52,1935.1,9086.21
1944,06/10/2014,6563.65,4454.8,23315.04,1964.82,9209.51
1945,30/09/2014,6622.72,4493.39,22932.98,1972.29,9474.3
1946,29/09/2014,6646.6,4505.85,23229.21,1977.8,9422.91
1947,26/09/2014,6649.39,4512.19,23678.41,1982.85,9490.55
1948,25/09/2014,6639.71,4466.75,23768.13,1965.99,9510.01
1949,24/09/2014,6706.27,4555.22,23921.61,1998.3,9661.97
1950,23/09/2014,6676.08,4508.69,23837.07,1982.77,9595.03
1951,22/09/2014,6773.63,4527.69,23955.49,1994.29,9749.54
1952,19/09/2014,6837.92,4579.79,24306.16,2010.4,9799.26
1953,18/09/2014,6819.29,4593.43,24168.72,2011.36,9798.13
1954,17/09/2014,6780.9,4562.19,24376.41,2001.57,9661.5
1955,16/09/2014,6792.24,4552.76,24136.01,1998.98,9632.93
1956,15/09/2014,6804.21,4518.9,24356.99,1984.13,9659.63
1957,12/09/2014,6806.96,4567.6,24595.32,1985.54,9651.13
1958,11/09/2014,6799.62,4591.81,24662.64,1997.45,9691.28
1959,10/09/2014,6830.11,4586.52,24705.36,1995.69,9700.17
1960,08/09/2014,6834.77,4592.28,25190.45,2001.54,9758.03
1961,05/09/2014,6855.1,4582.9,25240.15,2007.71,9747.02
1962,04/09/2014,6877.97,4562.29,25297.92,1997.65,9724.26
1963,03/09/2014,6873.58,4572.56,25317.95,2000.72,9626.49
1964,02/09/2014,6829.17,4598.19,24749.02,2002.28,9507.02
1965,29/08/2014,6819.75,4580.27,24742.06,2003.37,9470.17
1966,28/08/2014,6805.8,4557.69,24741.0,1996.74,9462.56
1967,27/08/2014,6830.66,4569.62,24918.75,2000.12,9569.71
1968,26/08/2014,6822.76,4570.64,25074.5,2000.02,9588.15
1969,22/08/2014,6775.25,4538.55,25112.23,1988.4,9339.17
1970,21/08/2014,6777.66,4532.1,24994.1,1992.37,9401.53
1971,20/08/2014,6755.48,4526.48,25159.76,1986.51,9314.57
1972,19/08/2014,6779.31,4527.51,25122.95,1981.6,9334.28
1973,18/08/2014,6741.25,4508.31,24955.46,1971.74,9245.33
1974,15/08/2014,6689.08,4464.93,24954.94,1955.06,9092.6
1975,14/08/2014,6685.26,4453.0,24801.36,1955.18,9225.1
1976,13/08/2014,6656.68,4434.12,24890.34,1946.72,9198.88
1977,12/08/2014,6632.42,4389.25,24689.41,1933.75,9069.47
1978,11/08/2014,6632.82,4401.33,24646.02,1936.92,9180.74
1979,08/08/2014,6567.36,4370.9,24331.41,1931.59,9009.32
1980,07/08/2014,6597.37,4334.97,24387.56,1909.57,9038.97
1981,06/08/2014,6636.16,4355.05,24584.13,1920.24,9130.04
1982,05/08/2014,6682.48,4352.84,24648.26,1920.21,9189.74
1983,04/08/2014,6677.52,4383.89,24600.08,1938.99,9154.14
1984,01/08/2014,6679.18,4352.64,24532.43,1925.15,9210.08
1985,31/07/2014,6730.11,4369.77,24756.85,1930.67,9407.48
1986,30/07/2014,6773.44,4462.9,24732.21,1970.07,9593.68
1987,29/07/2014,6807.75,4442.7,24640.53,1969.95,9653.63
1988,28/07/2014,6788.07,4444.91,24428.63,1978.91,9598.17
1989,25/07/2014,6791.55,4449.56,24216.01,1978.34,9644.01
1990,24/07/2014,6821.46,4472.11,24141.5,1987.98,9794.06
1991,23/07/2014,6798.15,4473.7,23971.87,1987.01,9753.56
1992,22/07/2014,6795.34,4456.02,23782.11,1983.53,9734.33
1993,21/07/2014,6728.44,4424.7,23387.14,1973.63,9612.05
1994,18/07/2014,6749.45,4432.15,23454.79,1978.22,9720.02
1995,17/07/2014,6738.32,4363.45,23520.87,1958.12,9753.88
1996,16/07/2014,6784.67,4425.97,23523.28,1981.57,9859.27
1997,15/07/2014,6710.45,4416.39,23459.96,1973.28,9719.41
1998,14/07/2014,6746.14,4440.42,23346.67,1977.1,9783.01
1999,11/07/2014,6690.17,4415.49,23233.45,1967.57,9666.34
2000,10/07/2014,6672.37,4396.2,23238.99,1964.68,9659.13
2001,09/07/2014,6718.04,4419.03,23176.07,1972.83,9808.2
2002,08/07/2014,6738.45,4391.46,23541.38,1963.71,9772.67
2003,07/07/2014,6823.51,4451.53,23540.92,1977.65,9906.07
2004,03/07/2014,6865.21,4485.93,23531.44,1985.44,10029.43
2005,02/07/2014,6816.37,4457.73,23549.62,1974.62,9911.27
2006,30/06/2014,6743.94,4408.18,23190.72,1960.23,9833.07
2007,27/06/2014,6757.77,4397.93,23221.52,1960.96,9815.17
2008,26/06/2014,6735.12,4379.05,23197.83,1957.22,9804.9
2009,25/06/2014,6733.62,4379.76,22866.7,1959.53,9867.75
2010,24/06/2014,6787.07,4350.35,22880.64,1949.98,9938.08
2011,23/06/2014,6800.56,4368.68,22804.81,1962.61,9920.92
2012,20/06/2014,6825.2,4368.04,23194.06,1962.87,9987.24
2013,19/06/2014,6808.11,4359.33,23167.73,1959.48,10004.0
2014,18/06/2014,6778.56,4362.84,23181.72,1956.98,9930.33
2015,17/06/2014,6766.77,4337.23,23203.59,1941.99,9920.32
2016,16/06/2014,6754.64,4321.1,23300.67,1937.78,9883.98
2017,13/06/2014,6777.85,4310.65,23319.17,1936.16,9912.87
2018,12/06/2014,6843.11,4297.63,23175.02,1930.11,9938.7
2019,11/06/2014,6838.87,4331.93,23257.29,1943.89,9949.81
2020,10/06/2014,6873.55,4338.0,23315.74,1950.79,10028.8
2021,09/06/2014,6875.0,4336.24,23117.47,1951.27,10008.63
2022,06/06/2014,6858.21,4321.4,22951.0,1949.44,9987.19
2023,05/06/2014,6813.49,4296.23,23109.66,1940.46,9947.83
2024,04/06/2014,6818.63,4251.64,23151.71,1927.88,9926.67
2025,03/06/2014,6836.3,4234.08,23291.04,1924.24,9919.74
2026,30/05/2014,6844.51,4242.62,23081.65,1923.57,9943.27
2027,29/05/2014,6871.29,4247.95,23010.14,1920.03,9938.9
2028,28/05/2014,6851.22,4225.07,23080.03,1909.78,9939.17
2029,27/05/2014,6844.94,4237.07,22944.3,1911.91,9940.82
2030,23/05/2014,6815.75,4185.81,22965.86,1900.53,9768.01
2031,22/05/2014,6820.56,4154.34,22953.76,1892.49,9720.91
2032,21/05/2014,6821.04,4131.54,22836.52,1888.03,9697.87
2033,20/05/2014,6802.0,4096.89,22834.68,1872.83,9639.08
2034,19/05/2014,6844.55,4125.81,22704.5,1885.08,9659.39
2035,16/05/2014,6855.81,4090.59,22712.91,1877.86,9629.1
2036,15/05/2014,6840.89,4069.29,22730.86,1870.85,9656.05
2037,14/05/2014,6878.49,4100.63,22582.77,1888.53,9754.39
2038,13/05/2014,6873.08,4130.16,22352.38,1897.45,9754.43
2039,12/05/2014,6851.75,4143.86,22261.61,1896.65,9702.46
2040,09/05/2014,6814.57,4071.87,21862.99,1878.48,9581.45
2041,08/05/2014,6839.25,4051.5,21837.12,1875.63,9607.4
2042,07/05/2014,6796.44,4067.67,21746.26,1878.21,9521.3
2043,02/05/2014,6822.42,4123.9,22260.67,1881.14,9556.02
2044,30/04/2014,6780.03,4114.56,22133.97,1883.95,9603.23
2045,29/04/2014,6769.91,4103.54,22453.89,1878.33,9584.12
2046,28/04/2014,6700.16,4074.4,22132.53,1869.43,9446.36
2047,25/04/2014,6685.69,4075.56,22223.53,1863.4,9401.55
2048,24/04/2014,6703.0,4148.34,22562.8,1878.61,9548.68
2049,23/04/2014,6674.74,4126.97,22509.64,1875.39,9544.19
2050,22/04/2014,6681.76,4161.46,22730.68,1879.55,9600.09
2051,17/04/2014,6625.25,4095.52,22760.24,1864.85,9409.71
2052,16/04/2014,6584.17,4086.22,22696.01,1862.31,9317.82
2053,15/04/2014,6541.61,4034.16,22671.26,1842.98,9173.71
2054,14/04/2014,6583.76,4022.69,23038.8,1830.61,9339.17
2055,11/04/2014,6561.7,3999.73,23003.64,1815.69,9315.29
2056,10/04/2014,6641.97,4054.11,23186.96,1833.08,9454.54
2057,09/04/2014,6635.61,4183.9,22843.17,1872.18,9506.35
2058,08/04/2014,6590.69,4112.99,22596.97,1851.96,9490.79
2059,07/04/2014,6622.84,4079.75,22377.15,1845.04,9510.85
2060,04/04/2014,6695.55,4127.73,22510.08,1865.09,9695.77
2061,03/04/2014,6649.14,4237.74,22565.08,1888.77,9628.82
2062,02/04/2014,6659.04,4276.46,22523.94,1890.9,9623.36
2063,01/04/2014,6652.61,4268.04,22448.54,1885.52,9603.71
2064,31/03/2014,6598.37,4198.99,22151.06,1872.34,9555.91
2065,28/03/2014,6615.58,4155.76,22065.53,1857.62,9587.19
2066,27/03/2014,6588.32,4151.23,21834.45,1849.04,9451.21
2067,26/03/2014,6605.3,4173.58,21887.75,1852.56,9448.58
2068,25/03/2014,6604.89,4234.27,21732.32,1865.62,9338.4
2069,24/03/2014,6520.39,4226.39,21846.45,1857.44,9188.77
2070,21/03/2014,6557.17,4276.79,21436.7,1866.52,9342.94
2071,20/03/2014,6542.44,4319.29,21182.16,1872.01,9296.12
2072,19/03/2014,6573.13,4307.6,21568.69,1860.77,9277.05
2073,18/03/2014,6605.28,4333.31,21583.5,1872.25,9242.55
2074,17/03/2014,6568.35,4279.95,21473.95,1858.83,9180.89
2075,14/03/2014,6527.89,4245.4,21539.49,1841.13,9056.41
2076,13/03/2014,6553.78,4260.42,21756.08,1846.34,9017.79
2077,12/03/2014,6620.9,4323.33,21901.95,1868.2,9188.69
2078,11/03/2014,6685.52,4307.19,22269.61,1867.63,9307.79
2079,10/03/2014,6689.45,4334.45,22264.93,1877.17,9265.5
2080,07/03/2014,6712.67,4336.22,22660.49,1878.04,9350.75
2081,06/03/2014,6788.49,4352.12,22702.97,1877.03,9542.87
2082,05/03/2014,6775.42,4357.97,22579.78,1873.81,9542.02
2083,04/03/2014,6823.77,4351.97,22657.63,1873.91,9589.15
2084,03/03/2014,6708.35,4277.3,22500.67,1845.73,9358.89
2085,28/02/2014,6809.7,4308.12,22836.96,1859.45,9692.08
2086,27/02/2014,6810.27,4318.93,22828.18,1854.29,9588.33
2087,26/02/2014,6799.15,4292.06,22437.44,1845.16,9661.73
2088,25/02/2014,6830.5,4287.59,22317.2,1845.12,9699.35
2089,24/02/2014,6865.86,4292.97,22388.56,1847.61,9708.94
2090,21/02/2014,6838.06,4263.41,22568.24,1836.25,9656.95
2091,20/02/2014,6812.99,4267.55,22394.08,1839.78,9618.85
2092,19/02/2014,6796.71,4237.95,22664.52,1828.75,9660.05
2093,18/02/2014,6796.43,4272.78,22587.72,1840.76,9659.78
2094,14/02/2014,6663.62,4244.02,22298.41,1838.63,9662.4
2095,13/02/2014,6659.42,4240.67,22165.53,1829.83,9596.77
2096,12/02/2014,6675.03,4201.29,22285.79,1819.26,9540.0
2097,11/02/2014,6672.66,4191.05,21962.98,1819.75,9478.77
2098,10/02/2014,6591.55,4148.17,21579.26,1799.84,9289.86
2099,07/02/2014,6571.68,4125.86,21636.85,1797.02,9301.92
2100,06/02/2014,6558.28,4057.12,21423.13,1773.43,9256.58
2101,05/02/2014,6457.89,4011.55,21269.38,1751.64,9116.32
2102,04/02/2014,6449.27,4031.52,21397.77,1755.2,9127.91
2103,30/01/2014,6538.45,4123.12,22035.42,1794.19,9373.48
2104,29/01/2014,6544.28,4051.43,22141.61,1774.2,9336.73
2105,28/01/2014,6572.33,4097.96,21960.64,1792.5,9406.91
2106,27/01/2014,6550.66,4083.61,21976.1,1781.56,9349.22
2107,24/01/2014,6663.74,4128.17,22450.06,1790.29,9392.02
2108,23/01/2014,6773.28,4218.88,22733.9,1828.46,9631.04
2109,22/01/2014,6826.33,4243.0,23082.25,1844.86,9720.11
2110,21/01/2014,6834.26,4225.76,23033.12,1843.8,9730.12
2111,17/01/2014,6829.3,4197.58,23133.35,1838.7,9742.96
2112,16/01/2014,6815.42,4218.69,22986.41,1845.89,9717.71
2113,15/01/2014,6819.86,4214.88,22902.0,1848.38,9733.81
2114,14/01/2014,6766.86,4183.02,22791.28,1838.88,9540.51
2115,13/01/2014,6757.15,4113.3,22888.76,1819.2,9510.17
2116,10/01/2014,6739.94,4174.66,22846.25,1842.37,9473.24
2117,09/01/2014,6691.34,4156.19,22787.33,1838.13,9421.61
2118,08/01/2014,6721.78,4165.61,22996.59,1837.49,9497.84
2119,07/01/2014,6755.45,4153.18,22712.78,1837.88,9506.2
2120,06/01/2014,6730.73,4113.68,22684.15,1826.77,9428.0
2121,03/01/2014,6730.67,4131.91,22817.28,1831.37,9435.15
2122,02/01/2014,6717.91,4143.07,23340.05,1831.98,9400.04
2123,30/12/2013,6731.27,4154.2,23244.87,1841.07,9552.16
2124,27/12/2013,6750.87,4156.59,23243.24,1841.4,9589.39
2125,23/12/2013,6678.61,4148.9,22921.56,1827.99,9488.82
2126,20/12/2013,6606.58,4104.74,22812.18,1818.32,9400.18
2127,19/12/2013,6584.7,4058.14,22888.75,1809.6,9335.74
2128,18/12/2013,6492.08,4070.06,23143.82,1810.65,9181.75
2129,17/12/2013,6486.19,4023.68,23069.23,1781.0,9085.12
2130,16/12/2013,6522.2,4029.52,23114.66,1786.54,9163.56
2131,13/12/2013,6439.96,4000.97,23245.96,1775.32,9006.46
2132,12/12/2013,6445.25,3998.4,23218.12,1775.5,9017.0
2133,11/12/2013,6507.72,4003.81,23338.24,1782.22,9077.11
2134,10/12/2013,6523.31,4060.49,23744.19,1802.62,9114.44
2135,09/12/2013,6559.48,4068.75,23811.17,1808.37,9195.17
2136,06/12/2013,6551.99,4062.52,23743.1,1805.09,9172.41
2137,05/12/2013,6498.33,4033.16,23712.57,1785.03,9084.95
2138,04/12/2013,6509.97,4038.0,23728.7,1792.81,9140.63
2139,03/12/2013,6532.43,4037.2,23910.47,1795.15,9223.4
2140,02/12/2013,6595.33,4045.26,24038.55,1800.9,9401.96
2141,29/11/2013,6650.57,4059.89,23881.29,1805.81,9405.3
2142,27/11/2013,6649.47,4044.75,23806.35,1807.23,9351.13
2143,26/11/2013,6636.22,4017.75,23681.28,1802.75,9290.07
2144,25/11/2013,6694.62,3994.57,23684.45,1802.48,9299.95
2145,22/11/2013,6674.3,3991.65,23696.28,1804.76,9219.04
2146,21/11/2013,6681.33,3969.16,23580.29,1795.85,9196.08
2147,20/11/2013,6681.08,3921.27,23700.86,1781.37,9202.07
2148,19/11/2013,6698.01,3931.55,23657.81,1787.87,9193.29
2149,18/11/2013,6723.46,3949.07,23660.06,1791.53,9225.43
2150,15/11/2013,6693.44,3985.97,23032.15,1798.18,9168.69
2151,14/11/2013,6666.13,3972.74,22649.15,1790.62,9149.66
2152,13/11/2013,6630.0,3965.57,22463.83,1782.0,9054.83
2153,12/11/2013,6726.79,3919.92,22901.41,1767.69,9076.48
2154,11/11/2013,6728.37,3919.79,23069.85,1771.89,9107.86
2155,08/11/2013,6708.42,3919.23,22744.39,1770.61,9078.28
2156,07/11/2013,6697.22,3857.33,22881.03,1747.15,9081.03
2157,06/11/2013,6741.69,3931.95,23036.94,1770.49,9040.87
2158,05/11/2013,6746.84,3939.86,23038.95,1762.97,9009.11
2159,04/11/2013,6763.62,3936.59,23189.62,1767.93,9037.23
2160,01/11/2013,6734.74,3922.04,23249.79,1761.64,9007.83
2161,31/10/2013,6731.43,3919.71,23206.37,1756.54,9033.92
2162,30/10/2013,6777.7,3930.62,23304.02,1763.31,9010.27
2163,29/10/2013,6774.73,3952.34,22846.54,1771.95,9022.04
2164,28/10/2013,6725.82,3940.13,22806.58,1762.11,8978.65
2165,25/10/2013,6721.34,3943.36,22698.34,1759.77,8985.74
2166,24/10/2013,6713.18,3928.96,22835.82,1752.07,8980.63
2167,23/10/2013,6674.48,3907.07,22999.95,1746.38,8919.86
2168,22/10/2013,6695.66,3929.57,23315.99,1754.67,8947.46
2169,21/10/2013,6654.2,3920.05,23438.15,1744.66,8867.22
2170,18/10/2013,6622.58,3914.28,23340.1,1744.5,8865.1
2171,17/10/2013,6576.16,3863.15,23094.88,1733.15,8811.98
2172,16/10/2013,6571.59,3839.43,23228.33,1721.54,8846.0
2173,15/10/2013,6549.11,3794.01,23336.52,1698.06,8804.44
2174,11/10/2013,6487.19,3791.87,23218.32,1703.2,8724.83
2175,10/10/2013,6430.49,3760.75,22951.3,1692.56,8685.77
2176,09/10/2013,6337.91,3677.78,23033.97,1656.4,8516.69
2177,08/10/2013,6365.83,3694.83,23178.85,1655.45,8555.89
2178,07/10/2013,6437.28,3770.38,22973.95,1676.12,8591.58
2179,04/10/2013,6453.88,3807.75,23138.54,1690.5,8622.97
2180,03/10/2013,6449.04,3774.34,23214.4,1678.66,8597.91
2181,02/10/2013,6437.5,3815.02,22984.48,1693.87,8629.42
2182,30/09/2013,6462.22,3771.48,22859.86,1681.55,8594.4
2183,27/09/2013,6512.66,3781.59,23207.04,1691.75,8661.51
2184,26/09/2013,6565.59,3787.43,23125.03,1698.67,8664.1
2185,25/09/2013,6551.53,3761.1,23209.63,1692.77,8665.63
2186,24/09/2013,6571.46,3768.25,23179.04,1697.42,8664.6
2187,23/09/2013,6557.37,3765.29,23371.54,1701.84,8635.29
2188,19/09/2013,6625.39,3789.38,23502.51,1722.34,8694.18
2189,18/09/2013,6558.82,3783.64,23117.45,1725.52,8636.06
2190,17/09/2013,6570.17,3745.7,23180.52,1704.76,8596.95
2191,16/09/2013,6622.86,3717.85,23252.41,1697.6,8613.0
2192,13/09/2013,6583.8,3722.18,22915.28,1687.99,8509.42
2193,12/09/2013,6588.98,3715.97,22953.72,1683.42,8494.0
2194,11/09/2013,6588.43,3725.01,22937.14,1689.13,8495.73
2195,10/09/2013,6583.99,3729.02,22976.65,1683.99,8446.54
2196,09/09/2013,6530.74,3706.18,22750.65,1671.71,8276.32
2197,06/09/2013,6547.33,3660.01,22621.22,1655.17,8275.67
2198,05/09/2013,6532.44,3658.78,22597.97,1655.08,8234.98
2199,04/09/2013,6474.74,3649.04,22326.22,1653.08,8195.92
2200,03/09/2013,6468.41,3612.61,22394.58,1639.77,8180.71
2201,30/08/2013,6412.93,3589.87,21731.37,1632.97,8103.15
2202,29/08/2013,6483.05,3620.3,21704.78,1638.17,8194.55
2203,28/08/2013,6430.06,3593.35,21524.65,1634.96,8157.9
2204,27/08/2013,6440.97,3578.52,21874.77,1630.48,8242.56
2205,23/08/2013,6492.1,3657.79,21863.51,1663.5,8416.99
2206,22/08/2013,6446.87,3638.71,21895.4,1656.96,8397.89
2207,21/08/2013,6390.84,3599.79,21817.73,1642.8,8285.41
2208,20/08/2013,6453.46,3613.59,21970.29,1652.35,8300.03
2209,19/08/2013,6465.73,3589.09,22463.7,1646.06,8366.29
2210,16/08/2013,6499.99,3602.78,22517.81,1655.83,8391.94
2211,15/08/2013,6483.34,3606.12,22539.25,1661.32,8376.29
2212,13/08/2013,6611.94,3684.44,22541.13,1694.16,8415.76
2213,12/08/2013,6574.34,3669.95,22271.28,1689.47,8359.25
2214,09/08/2013,6583.39,3660.11,21807.56,1691.42,8338.31
2215,08/08/2013,6529.68,3669.12,21655.88,1697.48,8318.32
2216,07/08/2013,6511.21,3654.01,21588.84,1690.91,8260.48
2217,06/08/2013,6604.21,3665.77,21923.7,1697.37,8299.73
2218,05/08/2013,6619.58,3692.95,22222.01,1707.14,8398.38
2219,02/08/2013,6647.87,3689.59,22190.97,1709.67,8406.94
2220,01/08/2013,6681.98,3675.74,22088.79,1706.87,8410.73
2221,31/07/2013,6621.06,3626.37,21883.66,1685.73,8275.97
2222,30/07/2013,6570.95,3616.47,21953.96,1685.96,8271.02
2223,29/07/2013,6560.25,3599.14,21850.15,1685.33,8259.03
2224,26/07/2013,6554.79,3613.16,21968.95,1691.65,8244.91
2225,25/07/2013,6587.95,3605.19,21900.96,1690.25,8298.98
2226,24/07/2013,6620.43,3579.6,21968.93,1685.94,8379.11
2227,23/07/2013,6597.44,3579.27,21915.42,1692.39,8314.23
2228,22/07/2013,6623.17,3600.39,21416.5,1695.53,8331.06
2229,19/07/2013,6630.67,3587.61,21362.42,1692.09,8331.57
2230,18/07/2013,6634.36,3611.28,21345.22,1689.37,8337.09
2231,17/07/2013,6571.93,3610.0,21371.87,1680.91,8254.72
2232,16/07/2013,6556.35,3598.5,21312.38,1676.26,8201.05
2233,15/07/2013,6586.11,3607.49,21303.31,1682.5,8234.81
2234,12/07/2013,6544.94,3600.08,21277.28,1680.19,8212.77
2235,11/07/2013,6543.41,3578.3,21437.49,1675.02,8158.8
2236,10/07/2013,6504.96,3520.76,20904.56,1652.62,8066.48
2237,09/07/2013,6513.08,3504.26,20683.01,1652.32,8057.75
2238,08/07/2013,6450.07,3484.83,20582.19,1640.46,7968.54
2239,05/07/2013,6375.52,3479.38,20854.67,1631.89,7806.0
2240,03/07/2013,6229.87,3443.67,20147.31,1615.41,7829.32
2241,02/07/2013,6303.94,3433.4,20658.65,1614.08,7910.77
2242,28/06/2013,6215.47,3403.25,20803.29,1606.28,7959.22
2243,27/06/2013,6243.4,3401.86,20440.08,1613.2,7990.75
2244,26/06/2013,6165.48,3376.22,20338.55,1603.26,7940.99
2245,25/06/2013,6101.91,3347.89,19855.72,1588.03,7811.3
